pathway	systematicName
WP_ALTERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT	M39757
WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS	M39749
WP_ALZHEIMERS_DISEASE	M42565
WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS	M39379
WP_AMINO_ACID_METABOLISM	M39570
WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS	M45522
WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION	M39820
WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING	M39630
WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	M39443
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	M39357
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	M39700
WP_ANGIOGENESIS	M39556
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	M39338
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY	M42541
WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY	M42560
WP_APOE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS	M39550
WP_APOPTOSIS	M39654
WP_APOPTOSIS_MODULATION_AND_SIGNALING	M39664
WP_APOPTOSIS_MODULATION_BY_HSP70	M39450
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER	M39688
WP_ARACHIDONATE_EPOXYGENASE_EPOXIDE_HYDROLASE	M39515
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY	M39462
WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION	M45561
WP_ARYLAMINE_METABOLISM	M39437
WP_ASPIRIN_AND_MIRNAS	M40044
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE	M39518
WP_ATM_SIGNALING_PATHWAY	M39433
WP_ATR_SIGNALING	M39507
WP_AUTOPHAGY	M39904
WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS	M39871
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	M39323
WP_BARDETBIEDL_SYNDROME	M45557
WP_BASE_EXCISION_REPAIR	M39861
WP_BDNFTRKB_SIGNALING	M39532
WP_BENZENE_METABOLISM	M39326
WP_BENZOAPYRENE_METABOLISM	M39344
WP_BILE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION	M39802
WP_BIOGENIC_AMINE_SYNTHESIS	M39705
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS	M39841
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS	M39842
WP_BIOSYNTHESIS_AND_REGENERATION_OF_TETRAHYDROBIOPTERIN_AND_CATABOLISM_OF_PHENYLALANINE	M45537
WP_BIOSYNTHESIS_AND_TURNOVER_OF_1DEOXYSPHINGOID_BASES	M45534
WP_BIOTIN_METABOLISM_INCLUDING_IMDS	M40064
WP_BLADDER_CANCER	M39523
WP_BLOOD_CLOTTING_CASCADE	M39480
WP_BMP2WNT4FOXO1_PATHWAY_IN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION	M39378
WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT	M39624
WP_BONE_MORPHOGENIC_PROTEIN_SIGNALING_AND_REGULATION	M39519
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	M39691
WP_BREAST_CANCER_PATHWAY	M39739
WP_BURN_WOUND_HEALING	M42571
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS	M39329
WP_CALORIC_RESTRICTION_AND_AGING	M39743
WP_CAMKK2_PATHWAY	M40047
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE	M39840
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	M39843
WP_CANNABINOID_RECEPTOR_SIGNALING	M39676
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING	M39545
WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING	M39686
WP_CANONICAL_NFKB_PATHWAY	M39783
WP_CARDIAC_HYPERTROPHIC_RESPONSE	M39685
WP_CARDIAC_PROGENITOR_DIFFERENTIATION	M39681
WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS	M39449
WP_CCL18_SIGNALING_PATHWAY	M42542
WP_CELL_CYCLE	M39650
WP_CELL_DIFFERENTIATION_EXPANDED_INDEX	M39723
WP_CELL_DIFFERENTIATION_INDEX	M39528
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	M39792
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE	M39733
WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING	M39589
WP_CELLULAR_PROTEOSTASIS	M39885
WP_CEREBRAL_ORGANIC_ACIDURIAS_INCLUDING_DISEASES	M39809
WP_CHEMOKINE_SIGNALING_PATHWAY	M39400
WP_CHOLESTASIS	M45520
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY	M39608
WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS	M39848
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	M39853
WP_CHOLESTEROL_SYNTHESIS_DISORDERS	M45528
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER	M39758
WP_CILIARY_LANDSCAPE	M39734
WP_CILIOPATHIES	M39880
WP_CIRCADIAN_RHYTHM_GENES	M39605
WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM	M39815
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS	M39375
WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM	M45523
WP_CODEINE_AND_MORPHINE_METABOLISM	M39328
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	M42555
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	M39655
WP_COMPLEMENT_ACTIVATION	M39502
WP_COMPLEMENT_AND_COAGULATION_CASCADES	M39649
WP_COMPLEMENT_SYSTEM	M39581
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY	M42535
WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY	M42546
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	M39476
WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE	M39793
WP_CONVERSION_OF_ANGIOTENSINOGEN_TO_ANGIOTENSIN_II	M45547
WP_COPPER_HOMEOSTASIS	M39349
WP_CORI_CYCLE	M39604
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY	M39441
WP_COVID19_ADVERSE_OUTCOME_PATHWAY	M39888
WP_COVID19_THROMBOSIS_AND_ANTICOAGULATION	M39868
WP_CREATINE_PATHWAY	M45546
WP_CYSTEINE_AND_METHIONINE_CATABOLISM	M39790
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE	M39711
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	M39495
WP_CYTOSINE_METHYLATION	M39348
WP_CYTOSOLIC_DNASENSING_PATHWAY	M39837
WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR	M39689
WP_DEGRADATION_PATHWAY_OF_SPHINGOLIPIDS_INCLUDING_DISEASES	M39638
WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER	M39391
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	M39364
WP_DEVELOPMENT_OF_PULMONARY_DENDRITIC_CELLS_AND_MACROPHAGE_SUBSETS	M39527
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM	M40048
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE	M39665
WP_DISORDERS_IN_KETOLYSIS	M45514
WP_DISORDERS_IN_KETONE_BODY_SYNTHESIS	M45560
WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT	M45551
WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT	M39777
WP_DISORDERS_OF_FRUCTOSE_METABOLISM	M45540
WP_DISORDERS_OF_GALACTOSE_METABOLISM	M45545
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV	M39875
WP_DNA_DAMAGE_RESPONSE	M39339
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT	M39492
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	M39490
WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM	M39598
WP_DNA_MISMATCH_REPAIR	M39668
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	M40049
WP_DNA_REPLICATION	M39335
WP_DOPAMINE_METABOLISM	M39622
WP_DOPAMINERGIC_NEUROGENESIS	M39580
WP_DRAVET_SYNDROME	M45519
WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY	M39666
WP_DUAL_HIJACK_MODEL_OF_VIF_IN_HIV_INFECTION	M39419
WP_DYRK1A	M45532
WP_EBOLA_VIRUS_INFECTION_IN_HOST	M39693
WP_EBSTEINBARR_VIRUS_LMP1_SIGNALING	M39410
WP_ECTODERM_DIFFERENTIATION	M39575
WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	M39558
WP_EFFECT_OF_INTESTINAL_MICROBIOME_ON_ANTICOAGULANT_RESPONSE_OF_VITAMIN_K_ANTAGONISTS	M45529
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME	M39756
WP_EFFECTS_OF_NITRIC_OXIDE	M39677
WP_EGFEGFR_SIGNALING_PATHWAY	M39334
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE	M39839
WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX	M39851
WP_EICOSANOID_METABOLISM_VIA_CYTOCHROME_P450_MONOOXYGENASES_PATHWAY	M39819
WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX	M39858
WP_EICOSANOID_SYNTHESIS	M39382
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	M39417
WP_EMBRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS	M39530
WP_ENDOCHONDRAL_OSSIFICATION	M39646
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS	M39884
WP_ENDODERM_DIFFERENTIATION	M39591
WP_ENDOMETRIAL_CANCER	M39623
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION	M39901
WP_ENDOTHELIN_PATHWAYS	M39651
WP_ENERGY_METABOLISM	M39590
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY	M39828
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER	M39770
WP_EPO_RECEPTOR_SIGNALING	M39687
WP_ERBB_SIGNALING_PATHWAY	M39715
WP_ERK_PATHWAY_IN_HUNTINGTONS_DISEASE	M39564
WP_ESTRADIOL_REGULATION_IN_PORTOSINUSOIDAL_VASCULAR_DISEASE	M45554
WP_ESTROGEN_METABOLISM	M39424
WP_ESTROGEN_RECEPTOR_PATHWAY	M39496
WP_ESTROGEN_SIGNALING_PATHWAY	M39672
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	M39714
WP_ETHANOL_METABOLISM_PRODUCTION_OF_ROS_BY_CYP2E1	M39481
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	M39386
WP_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS	M39513
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION	M39444
WP_EXRNA_MECHANISM_OF_ACTION_AND_BIOGENESIS	M39578
WP_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS	M39516
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS	M39735
WP_EXTRAFOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2	M45517
WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING	M39569
WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_1	M42559
WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_2	M42564
WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_3	M42551
WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_4	M42574
WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_5	M42552
WP_FAMILIAL_PARTIAL_LIPODYSTROPHY	M42537
WP_FARNESOID_X_RECEPTOR_PATHWAY	M39411
WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS	M39673
WP_FATTY_ACID_BETAOXIDATION	M39596
WP_FATTY_ACID_BIOSYNTHESIS	M39440
WP_FATTY_ACID_OMEGAOXIDATION	M39717
WP_FATTY_ACID_TRANSPORTERS	M42570
WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA	M39800
WP_FERROPTOSIS	M39768
WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	M39862
WP_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION	M39838
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY	M39744
WP_FLUOROACETIC_ACID_TOXICITY	M40063
WP_FLUOROPYRIMIDINE_ACTIVITY	M39612
WP_FOCAL_ADHESION	M39402
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING_PATHWAY	M39719
WP_FOLATE_METABOLISM	M39617
WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES	M39396
WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY	M39609
WP_FOXA2_PATHWAY	M42579
WP_FOXP3_IN_COVID19	M42573
WP_FRAGILE_X_SYNDROME	M39804
WP_FTO_OBESITY_VARIANT_MECHANISM	M39356
WP_G13_SIGNALING_PATHWAY	M39606
WP_G1_TO_S_CELL_CYCLE_CONTROL	M39627
WP_G_PROTEIN_SIGNALING_PATHWAYS	M39426
WP_GABA_METABOLISM_AKA_GHB	M42550
WP_GABA_RECEPTOR_SIGNALING	M39369
WP_GALANIN_RECEPTOR_PATHWAY	M40039
WP_GAMMAGLUTAMYL_CYCLE_FOR_THE_BIOSYNTHESIS_AND_DEGRADATION_OF_GLUTATHIONE_INCLUDING_DISEASES	M39810
WP_GANGLIO_SPHINGOLIPID_METABOLISM	M39730
WP_GASTRIC_ACID_PRODUCTION	M39726
WP_GASTRIC_CANCER_NETWORK_1	M39347
WP_GASTRIC_CANCER_NETWORK_2	M39497
WP_GASTRIN_SIGNALING_PATHWAY	M39866
WP_GDNFRET_SIGNALING_AXIS	M39814
WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS	M39647
WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS	M42577
WP_GENES_CONTROLLING_NEPHROGENESIS	M39891
WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR	M39826
WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES	M39405
WP_GENETIC_CAUSES_OF_PSVDINCPH	M45513
WP_GLIAL_CELL_DIFFERENTIATION	M39372
WP_GLIOBLASTOMA_SIGNALING_PATHWAYS	M39637
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY	M40042
WP_GLUCOSE_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS	M45525
WP_GLUCURONIDATION	M39404
WP_GLUTATHIONE_METABOLISM	M39388
WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS	M39362
WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY	M39592
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION	M39595
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	M39474
WP_GLYCOLYSIS_IN_SENESCENCE	M40053
WP_GLYCOSAMINOGLYCAN_DEGRADATION	M39832
WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS	M39813
WP_GLYOXYLATE_METABOLISM	M45527
WP_GPCRS_CLASS_A_RHODOPSINLIKE	M39397
WP_GPCRS_CLASS_B_SECRETINLIKE	M39643
WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE	M39442
WP_GPCRS_OTHER	M39629
WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS	M42578
WP_GPR40_PATHWAY	M39526
WP_H19_ACTION_RBE2F1_SIGNALING_AND_CDKBETACATENIN_ACTIVITY	M39472
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3	M39465
WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	M40041
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	M39857
WP_HEART_DEVELOPMENT	M39610
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	M39366
WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX	M39593
WP_HEME_BIOSYNTHESIS	M39470
WP_HEMESYNTHESIS_DEFECTS_AND_PORPHYRIAS	M45555
WP_HEPATITIS_B_INFECTION	M39801
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA	M39413
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING	M39383
WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY	M39751
WP_HFE_EFFECT_ON_HEPCIDIN_PRODUCTION	M39535
WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS	M39394
WP_HIJACK_OF_UBIQUITINATION_BY_SARSCOV2	M39900
WP_HIPPO_SIGNALING_REGULATION_PATHWAYS	M39830
WP_HIPPOCAMPAL_SYNAPTOGENESIS_AND_NEUROGENESIS	M45550
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	M39823
WP_HIPPOYAP_SIGNALING_PATHWAY	M39821
WP_HISTONE_MODIFICATIONS	M39374
WP_HOMOLOGOUS_RECOMBINATION	M39712
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_APOPTOSIS	M39902
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_AUTOPHAGY	M39903
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION	M39909
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING	M39908
WP_HYPERTROPHY_MODEL	M39674
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	M39713
WP_HYPOTHETICAL_CRANIOFACIAL_DEVELOPMENT_PATHWAY	M39634
WP_ID_SIGNALING_PATHWAY	M39359
WP_IL10_ANTIINFLAMMATORY_SIGNALING_PATHWAY	M39796
WP_IL17_SIGNALING_PATHWAY	M39560
WP_IL18_SIGNALING_PATHWAY	M39818
WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY	M39399
WP_IL1_SIGNALING_PATHWAY	M39346
WP_IL2_SIGNALING_PATHWAY	M39536
WP_IL3_SIGNALING_PATHWAY	M39722
WP_IL4_SIGNALING_PATHWAY	M39720
WP_IL5_SIGNALING_PATHWAY	M39392
WP_IL6_SIGNALING_PATHWAY	M39656
WP_IL7_SIGNALING_PATHWAY	M39499
WP_IL9_SIGNALING_PATHWAY	M39644
WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	M39381
WP_IMMUNE_RESPONSE_TO_TUBERCULOSIS	M39748
WP_INCLUSION_BODY_MYOSITIS	M42545
WP_INFLAMMATORY_BOWEL_DISEASE_SIGNALING	M45516
WP_INFLAMMATORY_RESPONSE_PATHWAY	M39641
WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING	M39817
WP_INHIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS	M39737
WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV1_LTR	M39521
WP_INSULIN_SIGNALING	M39482
WP_INSULIN_SIGNALING_IN_ADIPOCYTES_DIABETIC_CONDITION	M39537
WP_INSULIN_SIGNALING_IN_ADIPOCYTES_NORMAL_CONDITION	M39447
WP_INTEGRATED_CANCER_PATHWAY	M39628
WP_INTEGRINMEDIATED_CELL_ADHESION	M39577
WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT	M39786
WP_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY	M39586
WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER	M42549
WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	M39484
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS	M39435
WP_INTERLEUKIN11_SIGNALING_PATHWAY	M39716
WP_INTERLEUKIN1_IL1_STRUCTURAL_PATHWAY	M39543
WP_INTERLEUKIN1_INDUCED_ACTIVATION_OF_NFKB	M39409
WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY	M39899
WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN	M39827
WP_IRINOTECAN_PATHWAY	M39611
WP_IRON_METABOLISM_IN_PLACENTA	M39660
WP_JOUBERT_SYNDROME	M39835
WP_KALLMANN_SYNDROME	M42530
WP_KENNEDY_PATHWAY_FROM_SPHINGOLIPIDS	M39620
WP_KETOGENESIS_AND_KETOLYSIS	M39836
WP_KININKALLIKREIN_PATHWAY	M42543
WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY	M39905
WP_KIT_RECEPTOR_SIGNALING_PATHWAY	M39350
WP_KREBS_CYCLE_DISORDERS	M39769
WP_KYNURENINE_PATHWAY_AND_LINKS_TO_CELL_SENESCENCE	M40055
WP_LDL_INFLUENCE_ON_CD14_AND_TLR4	M45556
WP_LDLRAD4_AND_WHAT_WE_KNOW_ABOUT_IT	M39889
WP_LEPTIN_AND_ADIPONECTIN	M39539
WP_LEPTIN_SIGNALING_PATHWAY	M39491
WP_LEPTININSULIN_SIGNALING_OVERLAP	M39517
WP_LET7_INHIBITION_OF_ES_CELL_REPROGRAMMING	M39466
WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM	M45511
WP_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS	M39430
WP_LEUKOTRIENE_METABOLIC_PATHWAY	M45552
WP_LINOLEIC_ACID_METABOLISM_AFFECTED_BY_SARSCOV2	M42575
WP_LIPID_METABOLISM_IN_SENESCENT_CELLS	M45542
WP_LIPID_METABOLISM_PATHWAY	M39762
WP_LIPID_PARTICLES_COMPOSITION	M39697
WP_LIVER_X_RECEPTOR_PATHWAY	M39557
WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER	M39731
WP_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE	M39446
WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY	M39701
WP_LUNG_FIBROSIS	M39477
WP_MACROPHAGE_MARKERS	M39708
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE	M39849
WP_MALE_INFERTILITY	M39856
WP_MALIGNANT_PLEURAL_MESOTHELIOMA	M42563
WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	M39896
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4	M39327
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_INVOLUTION_STAGE_4_OF_4	M39534
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4	M39455
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4	M39582
WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION	M39907
WP_MAPK_AND_NFKB_SIGNALING_PATHWAYS_INHIBITED_BY_YERSINIA_YOPJ	M39552
WP_MAPK_CASCADE	M39594
WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER	M39882
WP_MAPK_SIGNALING_PATHWAY	M39597
WP_MATRIX_METALLOPROTEINASES	M39652
WP_MBDNF_AND_PROBDNF_REGULATION_OF_GABA_NEUROTRANSMISSION	M39854
WP_MEASLES_VIRUS_INFECTION	M42547
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS	M39829
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	M39401
WP_MED_AND_PSEUDOACHONDROPLASIA_GENES	M39872
WP_MELANOMA	M39811
WP_MELATONIN_METABOLISM_AND_EFFECTS	M39418
WP_MESODERMAL_COMMITMENT_PATHWAY	M39546
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA	M39750
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES	M39747
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER	M39740
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER	M45531
WP_METABOLISM_OF_ALPHALINOLENIC_ACID	M39844
WP_METABOLISM_OF_SPINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS	M39459
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	M39588
WP_METASTATIC_BRAIN_TUMOR	M39361
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY	M39367
WP_METHIONINE_METABOLISM_LEADING_TO_SULFUR_AMINO_ACIDS_AND_RELATED_DISORDERS	M39741
WP_METHYLATION_PATHWAYS	M39493
WP_MEVALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY	M42544
WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT	M39808
